document,barcode,page,iiif_link,text,annotation_id,_score,rank,unpacked_highlights,onb_viewer_link
Z166069305_430,Z166069305,430,https://iiif.onb.ac.at/images/ABO/Z166069305/00000430/full/full/0/native.jpg,"402 befand mich in einiger Entfernung davon, und der Ueber- rest unserer Begleitung folgte in ziemlicher Weite nach. E 1 1 a. be Ein Trupp Beduinen zu Pferde. brach auf einmal hinter den Mauern hervor. Ich konnte sie an. fanglich unter den Staubwolken, die sie erregten, nicht unterscheiden: als fie fich aber ausgebreitet hatten, erfannte ich sowohl die Ort als die Anzahl von Leuten, mit denen wir zu thun haben sollten. Ich wandte sogleich inein Pferd um, und mit diefem vortreflichen Reuter, auf welchem man mich nicht hatte einbohlen konnen, hatte ich bald meine Gefahrten erreicht, die auch von ihren Came len herab diese. Reuterei gewahr worden waren. Ich fand sie zu Fus und in geschlossene Glieder gestellt. Ich sturzte mich von meinem Pferde herab und munterte fie zu einenu muthigen Widerstande auf. Wir waren im Ganzen rechs Personen, unter welchen wir nur auf drei | rechnen konnten. Zwei Eingebohrne fonnten nicht viel helfen, und der Zeichner war noch jung und ohne Erfah- rung, und konnte keine Flinte losschiesen. ) RE ur de du pl m m f ut Die Standhaftigkeit einer Handvou Menschen, die fich mitten in einer Sandflache allein befanden, und die von keiner Seite gedekt waren, liberraschte eine Schwa: dron von ungefahr hundert Beduinen: man kann daraus schliesen, wie wenig furchtbar solche Feinde find, deren Muth fich blos darauf beschrankt, das fie fich in zahlreichen Horden versammeln, um eine leichte Plundes rung zu veruben, und auf eine feige Art den kleinen Krieg zu fuhren. Ob fie gleich in starkem Galop auf uns zuge. ritten kamen, so machten sie doch plozlich, etwann hundert Schritte von uns, halt. Sie riefen uns zu, kein Feuer zu geben, und ich erwiederte ihnen, fie sollten nicht vors rucken. Sie blieben einige Augenblicke in einer Art von Ungewisheit, was sie thun souten, wahrend welcher wir fie unter einander berathschlagen sahen. Sie theilten sich 8 4 E 1",recogito-ffbabe61-0a21-4e4f-b6e4-2ddc4724b40c,N/A,N/A,"Ein Trupp Beduinen zu Pferde. brach auf einmal hinter den Mauern hervor. Ich konnte sie an. fanglich unter den Staubwolken, die sie erregten, nicht unterscheiden: als fie fich aber ausgebreitet hatten, erfannte ich sowohl die Ort als die Anzahl von Leuten, mit denen wir zu thun haben sollten. Ich wandte sogleich inein Pferd um, und mit diefem vortreflichen Reuter, auf welchem man mich nicht hatte einbohlen konnen, hatte ich bald meine Gefahrten erreicht, die auch von ihren Came len herab diese. Reuterei gewahr worden waren. Ich fand sie zu Fus und in geschlossene Glieder gestellt. Ich sturzte mich von meinem Pferde herab und munterte fie zu einenu muthigen Widerstande auf.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000430&view=SINGLE
Z166069305_430_1,Z166069305,430,https://iiif.onb.ac.at/images/ABO/Z166069305/00000430/full/full/0/native.jpg,"402 befand mich in einiger Entfernung davon, und der Ueber- rest unserer Begleitung folgte in ziemlicher Weite nach. E 1 1 a. be Ein Trupp Beduinen zu Pferde. brach auf einmal hinter den Mauern hervor. Ich konnte sie an. fanglich unter den Staubwolken, die sie erregten, nicht unterscheiden: als fie fich aber ausgebreitet hatten, erfannte ich sowohl die Ort als die Anzahl von Leuten, mit denen wir zu thun haben sollten. Ich wandte sogleich inein Pferd um, und mit diefem vortreflichen Reuter, auf welchem man mich nicht hatte einbohlen konnen, hatte ich bald meine Gefahrten erreicht, die auch von ihren Came len herab diese. Reuterei gewahr worden waren. Ich fand sie zu Fus und in geschlossene Glieder gestellt. Ich sturzte mich von meinem Pferde herab und munterte fie zu einenu muthigen Widerstande auf. Wir waren im Ganzen rechs Personen, unter welchen wir nur auf drei | rechnen konnten. Zwei Eingebohrne fonnten nicht viel helfen, und der Zeichner war noch jung und ohne Erfah- rung, und konnte keine Flinte losschiesen. ) RE ur de du pl m m f ut Die Standhaftigkeit einer Handvou Menschen, die fich mitten in einer Sandflache allein befanden, und die von keiner Seite gedekt waren, liberraschte eine Schwa: dron von ungefahr hundert Beduinen: man kann daraus schliesen, wie wenig furchtbar solche Feinde find, deren Muth fich blos darauf beschrankt, das fie fich in zahlreichen Horden versammeln, um eine leichte Plundes rung zu veruben, und auf eine feige Art den kleinen Krieg zu fuhren. Ob fie gleich in starkem Galop auf uns zuge. ritten kamen, so machten sie doch plozlich, etwann hundert Schritte von uns, halt. Sie riefen uns zu, kein Feuer zu geben, und ich erwiederte ihnen, fie sollten nicht vors rucken. Sie blieben einige Augenblicke in einer Art von Ungewisheit, was sie thun souten, wahrend welcher wir fie unter einander berathschlagen sahen. Sie theilten sich 8 4 E 1",recogito-0c529bb3-6ce7-4a2f-8741-1aaa4f2205d4,N/A,N/A,"Ob fie gleich in starkem Galop auf uns zuge. ritten kamen, so machten sie doch plozlich, etwann hundert Schritte von uns, halt.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000430&view=SINGLE
Z166069305_431,Z166069305,431,https://iiif.onb.ac.at/images/ABO/Z166069305/00000431/full/full/0/native.jpg,"403 1 hierauf in vier Rotten, wovon drei, mit dem Bauche vor: warts, auf uns loskamen, und uns in die Seiten und in den Rucken zu fallen Anstalt machten. Diese Kriegslist, die wir nicht verhindern konnten, brachte meine beiden Soldaten aus der Fassung, und es war mir unmeglich, fie durch Bitten zur Vertheidigung entfdloffen zu machen. Wir hatten gute Flinten und eine betrachtliche Anzahl Patronen. Ich wuste, Tas die Beduinen, sobald fie cinen von ihren Gefahrten fallen fahen, die Flucht ergriffen, und ich war uberzeugt, das unsere ersten Sal. ven mehrere davon zu Hoden strecken wurden. Aber ich bedachte in der That nicht, das wir in einer unermeslis chen Einode taren, und das, wenn unsere Feinde auch fishen, fie doch bald wieder zurukfommen wurden, um uns in Tausenden zu uberfallen, und den Tod der Jhrigen Durch unsere Ermordung zu rachen. Es verdros mich, das ich mich solchen Raubern ergeben sollte, und ich warf meine Flinte weg. Sie waren bald bei uns und hatten uns, ohne sich einmal die Muhe zu geben, von den Pferden herauzusteigen, in einent Nugenblicke ausges plundert. Geld, Waffen, Sachen, Stleider, Lebens. mittel, alles wurde weggenommen. Sie tiesen mir blos mein langes Kamisol und meine Beinfleider: meine Ge fahrten behielten nichts auf dem Leibe als das Hemde. Man nahm mir meinen Surban: mein matter und geschor: Her Stopf brannte bei der grosen Sonnenhise und verur: sahte mir grose Schmerzen, die meine beiden Hande, womit ich ihn so gut als moglich bedekte, nicht mildern konnten. Unsere geraubten Sachen lagen auf dem Sande ausgebreitet. Einige zivanzig Araber, die wir nicht gewahr worden waren, und die fich hinter einem Steins haufen verborgen gehalten hatten, hatten fich mit den Erfiern vereinigt, und alle waren, aber nicht ohne lar- mende Zankereien, mit der Cheilung beschaftigt. Unsere gemeinschaftliche Lage wurde unter dem Pinsel eines geschikten Mahlers ein Gegenstand zu einem ruh- Ecz 4 1",recogito-1a1ef27f-0449-4664-8f6c-e929f089504a,N/A,N/A,"Sie waren bald bei uns und hatten uns, ohne sich einmal die Muhe zu geben, von den Pferden herauzusteigen, in einent Nugenblicke ausges plundert.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000431&view=SINGLE
Z166069305_435,Z166069305,435,https://iiif.onb.ac.at/images/ABO/Z166069305/00000435/full/full/0/native.jpg,"407 Geld wieder bekommen hatte.. Ich pries( mich glutlich, das ich so wohlfeilen Kaufes davon gekommen war, und opferte gern zwei Dritttheile von demjenigen auf, was ich besas, um mir nicht den Has und die Rache der ehrlichen Rauber, von denen ich umringt war, zuzuziehen. Ich vergas nicht, das ich noch in der Wuste war, und das ich befurchten muste, zum zweitenmal in ihre Hande oder in jene von einigen ihnen& hnlicher Kameraden zu fallen, die von ihnen Nachricht bekommen haben konnten, und die nicht so gefallig gewesen seyn wurden. 1 Diese Banditen waren nicht damit zufrieden, gerecht zu scheinen, sondern fie wollten auch artig reyn. Der Anfuhrer brachte mir sein Pferd' und zwang mich hinauf- zusteigen, um die kleine Strecke zu reuten, die wir noch bis zum Kloster zu gehen hatten, und er folgte mir zu Fuse nach. Andere Uraber erwiesen meinen Gefahrten dieselbe Ehre: jeder unter ihnen gieng an der Seite feines Pferdes her. Als wir bei den Mauern anlangten, fahen wir Serbe vol Brod, und holzerne Schuffeln vou Linsert an einem Stricke herablassen: wir rezten uns im Kreise berum auf den Sand, und asen diese Speisen in Gesells fchaft von Leuten, die noch einen Augenblit vorher unsere Feinde gewesen waren. Nach dem Erfen naherten sich mir einige von ihnen mit Offenheit, ja sogar mit einer Art von Herzlichkeit, und dankten dem Himmel, das mir nichts Verdrusliches wiederfahren ware, und warfen mir in einem theilnehmenden Sone meine Unbesonnenheit vor, das ich in einer Wuste zu reisen wagte, die nach ihrem eigenen Gestandnisse nur ein Aufenthalt von Spigbuben und Strasenraubern rey. Vorzuglich ermangelten fie nicht, ihr Gebet mit vicler Andacht zu verrichten, nachdem fie sich die Arme und die Fuse aus Mangel des zu den Reinigungen nothigen und durch das Gesez vorgeschriebe- Hen Waffers mit Sand gerieben hatten. Mabommed, der selbst ein Araber war, hatte den ziemlich sfters ..? >",recogito-c86544f5-33f0-4d9a-b048-4995ae36c493,N/A,N/A,"Diese Banditen waren nicht damit zufrieden, gerecht zu scheinen, sondern fie wollten auch artig reyn. Der Anfuhrer brachte mir sein Pferd' und zwang mich hinauf- zusteigen, um die kleine Strecke zu reuten, die wir noch bis zum Kloster zu gehen hatten, und er folgte mir zu Fuse nach. Andere Uraber erwiesen meinen Gefahrten dieselbe Ehre: jeder unter ihnen gieng an der Seite feines Pferdes her.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000435&view=SINGLE
Z166069305_447,Z166069305,447,https://iiif.onb.ac.at/images/ABO/Z166069305/00000447/full/full/0/native.jpg,"419 wegfahr: er hat also kein ander sandtuch nothig, als die! Sigur der Anwesenden. Der Priester regnet auch wahrend der Meffe die kleinen ruuden Brodte, die fast gar nicht gebacken sind. Um Ende der Meffe vertheile? man fie, und diese Bertheilung lauft nicht ohne Zanka8. Wenn der Priester Meffe halten will, zieht er ein weises Hemde mit einer Kapute an, das voller kleiner Kreuze ift. Bei den andern gottesdienst.chen Verrichtungen aber hat der Geistliche nur eine breite wise Leinwandbinde mit solchen kleinen Streuzeu um die Halfte des Kopfes i in. Gestalt eines Durbans gebunden, dessen beide Enden vorne und hinten hangen. 1 19 17 Diese Copter lieben gar Pehr lastige Gebrauche und Ceremonien die richnell auf einander folgen: fie find walyrend der Weffe in einer steten Bewegung: der Geists liche besonders ift ftets beschaftigt: jeden Augenblik berauchert er die Heiligen, die Gemaldeidie Bucher uaf. ty .. Bei jedem besondern Stauchern kustzek feine linke Hand: Nach vielem Rauchern lauft er herum, legt jedem der Beiwohnenden eine Hand auf die Stirit. und nimmt schnell das Nardfas. Wenn er sein Herumrennen geendet hat, ertheilt er mit einem kleinen Kreuze, auf welches er vorher ein kleines Ende von einem Wachsstocke klebt, den Segen. Wenn alle gottesdienstlichen Verrichtungen vor. bei find; ro fust man ein kleines mit fchmufiger Leins wand bedektes Stuffen, bernach ein Kreuz, und endlich pen Reliquienkasten, woran man den Stopf reibt, und mit demfelben daruber hinfahrt.: go i sinoni oli Wenn man den Arabern glaubt, die der Meinung sind, das in allen Lanern religioser Betrug zu bause. Pero, foirnthalt der sehr grose Reliquienfalten nichts anders als Knochen von in der Witte gefallenett Gantelen und Ereln, welche die Menche aller Orten zusammeu: gelesen haben., Diese hingegen behaupteitie$ fen ein Schafvon sieben Korper 1",recogito-9a71ef03-d718-402b-b7f9-14844f486a22,N/A,N/A,"Wenn man den Arabern glaubt, die der Meinung sind, das in allen Lanern religioser Betrug zu bause. Pero, foirnthalt der sehr grose Reliquienfalten nichts anders als Knochen von in der Witte gefallenett Gantelen und Ereln, welche die Menche aller Orten zusammeu: gelesen haben.,",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000447&view=SINGLE
Z166069305_448,Z166069305,448,https://iiif.onb.ac.at/images/ABO/Z166069305/00000448/full/full/0/native.jpg,"420 sono von Heiligen, worunter fie vorzuglich zwei, namlich den heiligen Maximus und den helligen Domadius, vera ehren. Ihre Gemalde stellen blos diese beiden Heiligen vr: es gab darunter auch eine Jungfrau und einen heiligen Georg, dem fie viel Ehrfurcht bezeugen. he NE 00 hu Es befanden sich in diesem Kloster nur drei Priester und einige Bruder. Die coptischen Landleute thaten von Zeit zu Zeit hier Buse, und brachten: nebst ihrer Andachti Lebensmittel fur die Monche mit. Es waren damals im Ganzen dreisig Personen im Kloster. Sie asen gemeins schaftlich in dem Speisesaal, und Einer von ihnen las wahrend der Mahlzeit, die nicht schlechter fenn konnte, vor. Ihre ganze Nahrung besteht in Brodt oder vielmehr in Zwiebacke von Linsenmehle, in kinsen, oder Reis, der in Waffer und Salz gekocht war, ohne irgend eine andere Art von Zuthat; in abfcheulichem Kare und manchmal in ein wenig Honig: vorzuglich aber misfiel mir das Tab sige ubelschmeckenbe Wasser, das ihr einziges Getrank war. Ihre Lebensmittel sind die Fruchte ihres Bettelns, und vorzuglich der Almofen von den reicheu Copten zu Kairo: jahrlich bringen ihnen Camelcaravanen zwei- bis dreimal Rebensmittel: die Araber lassen sie ungehin: dert gehen, weil fie diefelben als ihren eigenen Unterhalt: ansehen. Und wirklich sind diejenigen, die in der Wuste herumlaufen, versichert, in diesen coptischen Klftern alles das zu finden, was sie fur sich und ihre: Pferdei brauchen. Sie durfen nur an einer kleinen Glocke ziehen, deren Seil von ausen berunter geht, und fobald man fie oben von der Mauer gesehen hat, erhalten sie das, was sie nothig haben. Es war nicht genug, das die Monche in der slufte unnuge Gesellfichaften bildeten, fie musten auchy noch schadlich und gefahrlich werden."" Dhne idie Unters stusung, die die Beduinen hier erhalten wurden fic weder lange in diesen Gegenden leben, toch die an die Wuste grenzenden Orte ftets feindlich anfallen und plan, ! 1",recogito-5913d181-6da7-4169-9187-9eb885d33e33,N/A,N/A,"Ihre ganze Nahrung besteht in Brodt oder vielmehr in Zwiebacke von Linsenmehle, in kinsen, oder Reis, der in Waffer und Salz gekocht war, ohne irgend eine andere Art von Zuthat; in abfcheulichem Kare und manchmal in ein wenig Honig: vorzuglich aber misfiel mir das Tab sige ubelschmeckenbe Wasser, das ihr einziges Getrank war. Ihre Lebensmittel sind die Fruchte ihres Bettelns, und vorzuglich der Almofen von den reicheu Copten zu Kairo: jahrlich bringen ihnen Camelcaravanen zwei- bis dreimal Rebensmittel: die Araber lassen sie ungehin: dert gehen, weil fie diefelben als ihren eigenen Unterhalt: ansehen. Und wirklich sind diejenigen, die in der Wuste herumlaufen, versichert, in diesen coptischen Klftern alles das zu finden, was sie fur sich und ihre: Pferdei brauchen. Sie durfen nur an einer kleinen Glocke ziehen, deren Seil von ausen berunter geht, und fobald man fie oben von der Mauer gesehen hat, erhalten sie das, was sie nothig haben.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000448&view=SINGLE
Z166069305_454,Z166069305,454,https://iiif.onb.ac.at/images/ABO/Z166069305/00000454/full/full/0/native.jpg,"426 b A he 3 Es kam ein coptischer Landmannt von Serrana in das Kloster, der uns Nachrichten von unsern rauberis fchen Beduinen gab. Da fie nicht glauben konnten, das ich mich mehrere Tage lang an einem solchen elendent und armseligen Drte aufhalten wurde, so hatten fie bin- ter dem Kloster der Syrer, Zaidi Surian, auf mich gelauert, und da sie uberdruffig waren, hier langer vers geblich auf mich zu warten, so waren fie auf den Gedans ken gerathen, ich hatte einen andern Weg genommen. Um aber eine fur ihre Strasenraubereien verlorne Zeit nicht als ganz unnuz verstrichen bedauern zu mussen, hatten fie sich in die Gegend von Serrana geworfen, wo sie die Camele weggenonimen und einem Haufen Land- leute, die Natrum bohlen wollten, die Lebensmittel ge: raubt hatten. Unser Erzahler hatte fie gerade getroffen, als sie die Camele wegfuhrten, die sie gestohlen hatten. - < - 1 7 Den Sag nach der Ankunft dieses Mannes entdekte ich morgens um die Mauern herum die frischen Fustapfen eines Pferdes:' ich ahndete gleich, das wir bald die Aras ber wieder ankomnicu reben wurden. Einige Stunden darauf klingelte man wirklich rasch an der Shurglocke: es war ein Haufen von sieben Beduinen, die viel Inruhe und Mistrauen bezeugten, und die fich der Mauer zu nabern fairchteten, weil sie, wie sie fagten, Fremde ent- hielte. Die Monche suchten ihnen Muth zuzusprechea und liesen ihnen Lebensmittel hinab. Wahreno dem sie asen, jog ich den Rock eines Monches an; fezte seinen Kopfputz auf, und ftica auf die Gallerie, um sie nach Bequemlichkeit untersuchen zu konnen. Sie unterhielten fich mit den Copten, in deren Mitte ich stand: fie hatten Nachridht davon, das der S dyeit Hufrein mit Games len eingetroffen ware, und sie wollten die Ursache davon wissen: Einer von ihnen war gestern Abends um die Mau: ernberum geritten, und hatte auf denselben jemand mit einem rothen Schall auf den Kopfe gesehen: fie sprachen .",recogito-59c9905e-6cfa-4544-8805-dfbd53e7ed29,N/A,N/A,"Den Sag nach der Ankunft dieses Mannes entdekte ich morgens um die Mauern herum die frischen Fustapfen eines Pferdes:' ich ahndete gleich, das wir bald die Aras ber wieder ankomnicu reben wurden.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000454&view=SINGLE
Z166069305_455,Z166069305,455,https://iiif.onb.ac.at/images/ABO/Z166069305/00000455/full/full/0/native.jpg,"3 427 von Franken, die Schase suchten und von dem Wun. sche, mit ihnen zusammen zu treffen. Die Copten fuchten Ihnen dies auszureden, und erzahlten ihnen tau. fend Geschichtchen, die fie felbft nicht glaubten. Ich hatte das fchmuzige Monchskleid wieder ausgezogen, und mich mit meinen beiden Reisegefahrten vereinigt, auf welche ich am meisten rechnen konnte: ich bat die Monche, fie mochten mir die Thure offnen. Es war eine sehr gunstige Gelegenheit: die Rauber sasen um die Lebens. mittel herum, die man ihnen gereicht hatte: ihre Flinten lagen auf dem Sande in ziemlicher Entfernung von ihnen, und die Pferde standen im Schatten einer Mauer noch weiter davon. Sie wurden uber unsern Ausfall in Bes fturzung gerathen, keiner von den Meuchelmordern wiirde uns daher entwischt feyn, und die Pferde wurden uns zur Zurukreise aus einem Bezirk gedient haben, woraus wir nicht allzu leicht wieder heraus fommen konnten. Aber alle meine Bitten, und alle meine Drohungen waren vers geblich: die Copten fezten sich meinem Vorhaben ents gegen, weil sie furchteten, es mochte ein einziger von den Beduinen davon kommen, und zahlreiche Fjorden zu sammen bringen, die das Kloster plundern wurden. Da wir nicht hinaus hatten kommen konnen, fo reiften die Araber, die nicht wusten, was unter uns vorgieng, nach eingenommenee Mahlzeit wieder ab, und nahmen ihren Weg nach zaidi Surian, um uns ohne Ziveifel am Wege dort aufzulauerit, 1 mi / Ich hatte einen von den Landleuten, die im Kloster waren, nach Terrana gefchikt, wo ein Beduineria lager fern sollte, um die Araber dahin zu vermogen, uns mit ihren Reitthieren abzuholen, Den 13ten Jaa nuar, das ist, den finften Tag ansers Aufenthaltes bei den Copten fanden sich zehn gut bewaffnete Beduis nen mit einem Camele und mit Erein ein. Einer von ihnen hatte am Ufer Eines von den Natrumsseen einen 1",recogito-d9613671-efc9-4a0e-9770-d2b8432d71de,N/A,N/A,"Es war eine sehr gunstige Gelegenheit: die Rauber sasen um die Lebens. mittel herum, die man ihnen gereicht hatte: ihre Flinten lagen auf dem Sande in ziemlicher Entfernung von ihnen, und die Pferde standen im Schatten einer Mauer noch weiter davon. Sie wurden uber unsern Ausfall in Bes fturzung gerathen, keiner von den Meuchelmordern wiirde uns daher entwischt feyn, und die Pferde wurden uns zur Zurukreise aus einem Bezirk gedient haben, woraus wir nicht allzu leicht wieder heraus fommen konnten.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000455&view=SINGLE
Z166069305_457,Z166069305,457,https://iiif.onb.ac.at/images/ABO/Z166069305/00000457/full/full/0/native.jpg,"429 ; Soufreins Bezahlung hatte wiederum mehrere Zechinen hinweggenommen; es blieben mir alio blos noch richs Zechinen ubrig, die ich dem Superior anbot. Wir waren ein wenig weit von einander in unserer Rechnung entfernt der Mond gerieth auch in eine schwerlich zu beschreibende Wuth: er brach in Schimpfworte aus, betheuerte, er wolle ganz und gar nichts annehmen, und fchwur bei allen Heiligen seiner Kirche, das mich meine Undankbare keit bald gereuen rolle. Der Elende wagte sogar den Himmel um Gerechtigkeit anzuflehen, auf den er"" feine ruchlofen Koffuungen Rezte, und der, wie er fagte, nicht ermangeln wurde, Araber Berbeizufuhren, denen er meinen Weg anzeigen 1 und ihn zu rachen, den Auftrag gebeit wolle. Hier verlies mich meine Kaltblutigkeit, und ich batte den Schurten auf der Stelle umgebracht, wenn ihn nicht die Ar aber, die mich abhohlen-' wollten, meinen Schlagen sentrissen hattenii HI 191 Ich verlies endlich diesen. heltischer Aufenthalt und wollte einen Efel besteigen, den man fur mich bestimmt batte, als der alte such mich bitten lief, ihm die sechs Zechinen zu geben, die ich ihm angeboten hatte. Der arabische Scheit hatte diesen Auftrag ubernommen, und in Betracht. Seiner gab ich sie ihm. Wir fahen alsdann den Bosewicht, den Himmel fur sans um cine glittliche Reise bitten, den er einige Minuten vorger zur Kache gegen uns aufgefodert hatte. Pennisy Wahrscheinlicher Weise lebt dieser Mensch nicht mehr: er war schon alt und abgezehrt, und seine elende Figur stimmte vollkommen mit seiner baslichen Seele uberein: er hies Mikael. Wenn es auch jezt unnig ist, ihn zu beschreiben, so ist doch aber gar viel daran gelegen, meine landsleute in Aegypten mit dem treulosen Charakter dieser vorgeblichen Monche bekannt zu machen, die einander beinahe alle, einige Schattiruit",recogito-39769078-50ac-4faf-b32a-e74fd7cc46b0,N/A,N/A,"Ich verlies endlich diesen. heltischer Aufenthalt und wollte einen Efel besteigen, den man fur mich bestimmt batte, als der alte such mich bitten lief, ihm die sechs Zechinen zu geben, die ich ihm angeboten hatte.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000457&view=SINGLE
Z166069305_9,Z166069305,9,https://iiif.onb.ac.at/images/ABO/Z166069305/00000009/full/full/0/native.jpg,") - I I 1 11 r. und auslandische Sklaven genossen die Vortheile seis ner Muhe und Urbeit. Die Mamelucen, die fast alle von ch ytbeit. Eltern abstainmten, und die man in Georgien, Tscherkarfien, Nad tolien und andern tandern gekauft oder gestohlen und dann nach Conftantinopel oder Kairo auf den Markt gebracht atte, konnten allein Staats: amter bekleiden: felbft der Sohn des Bey's konns te nicht zu Wurden im Staate gelangen. man diere Mamelucen nach egypten venn Gracht hatte, musten fie die mahommedanische Religion annehmen, und die turkische und ara- i bische Sprache erlernen.', Konnten fie gut lesen und schreiben, fo lehrte man sie den Alcoran. 0 Auserdem lernten sie von fruhefter Jugend an reu- ten, Sabel, Wurfspies und Feuergewere handha- ben. Durch diese fteten militarischen Uibungen harteten fie ihren Korper gegen das heise Klima und gegen den brennenden Durst in der Wuste ab, und hatten sie das Alter von achtzehn Jahren erreicht, so ftiegen sie nach und nach durch verschiedene Stufen zu den Bedienungen der Bey's empor. Sobald fie den Poften eines Kiafchefs oder Befehlsa- ber's einer Stadt erlangt hatten, durften fie| sic felbft Mamelucen, d. i. Sklaven kaufen, die dann die Erhohung und die Grose ihres Gebieters befordern halfen. Endlich traten sie in die Anzahl der vier und zwanzig Bey's ein, die Wegypten beherrschten: in dieser Eigenschaft machten sie den Divan, d. K. den obersten Staatsrath mit aus. Der franzosische Generaladjutant Boyer fagt als Augenzeuge von der Kriegsart und von den Kriegsra: ftungen der Mameluden folgendes: 1.Jeder Mamelyck hat zwei, drei bis vier Diener, die ihm immer, felbft in der Slacht, nadfolgen. Die Waffen eines Mamefu den zu Pferde find zwei 1",recogito-0d5708db-1bf6-4de4-ad64-9759ebb4fa3c,N/A,N/A,"Die Waffen eines Mamefu den zu Pferde find zwei 1 [PAGE BREAK] VI grose Flinten, die ihm seine Diener zur Seite nach: tragen und die er ein einziges mal losschiest.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000009&view=SINGLE
Z166069305_127,Z166069305,127,https://iiif.onb.ac.at/images/ABO/Z166069305/00000127/full/full/0/native.jpg,"1 6 99 C. Spruchwusrtern fo fehr erhebt. Man mus daher alles, was die Hebra et und die U r aber von den- fchonen Eigenschaften einer gewissen Art von Thirren sagen, die in gewissen Chrien des Morgenlandes ihre Locher gemein- fchoftlich in die Erde machen, von dem ifraelitischen Schaafe und nicht von den Ferb or perstehen. l1 tieto . Sie stelle Sie 11 So liefere hier eine Labelle von den vorzuglichsten Nusinessungen des Yerbo. die mittelzahl von cinigen Individuen auf, die ich gemeffen habe und sie past nur fur die Weibchen, weil diese mir am ersten in die Hande gefallen find. Die Verschiedenheit in der Grose ist ubrigens zwischen beiden Geschlechten wenig bemerkbar. Die lange des Korpers betragt von dem Ende der Nafe bis zum Anfang des Schwanzes, funf zou un fechs Linien. Der Kopf ist in geraber Linie von dem Ende der Nase bis an das Genik einen 301 und acht Linien lang. 1 Die Schnauze ist an ihrem usersten Ende vier Linien breit. Die Deffnung des Maules, von einem Winkel des Kinnbackens zum Andern, ift drei und eine halbe Linie breit. 1 Der obere Kinnbacken geht uber den Untern drei und eine Viertel Linie hinaus. Die obern Zahne Find zwei kinien lang. Die untern Zahne find drei kinien lang. Die ziyei Nasenlscher stehen eine Linie von einander .. 10",recogito-a406cecb-48dc-4b27-9e2e-e831301a59bc,N/A,N/A,"Wir giengen in geschloffenen Reihen und machten nebst einem Janitscharen den Vortrab. gangen ist, findet man sich ganz nas. Auch gehen die Einges bornen und die sich daselbst aufhaltenden Europaer nie des Abends spabieren. Nach 14 Tagen waren alle unsere Instru: mente durch deu Nost verdorben. Vom item Juli an bis zum 21ten October 1798 habe ich am Tage feine Wolfeu und keinen Tropfen Regen geschen; gegen den October fiengen die Wolken an sich zu zeigen. Dies ist die Zeit des Regens und der Sturme. Die Winde, die fast bestandig westlich waren, fiengen an sich zu andern und sprangen hisweilen bis Nord und Nordost. Das Thermometer hielt sich bis zum 17ten Sept. in den Stuben 22 bis 25 Grad Regum ur und 33 auf der Ferrante, wo wir beobachteten. Der Ueberseker. 1 [PAGE BREAK] I 21 t .! AM -1971 Als wir den halben Weg gurutgelegt hatten, machten wir halt, um einige Ruhe zu geniesen. Als wir uns aber wieder auf den Weg machen wollten, lief ein jeder nach seinem Thiere, das er verlaffen hatte und idas er in der Dunkelheit entweder nicht wiederfindert oder nicht wiedererkennen konnte. Man fchrie; man stritt fich; die Maulefeltreiber fchlugen sich unter einander und die Janitscharen theilten allenthalben Schlage aus. Mittent unter dieser Verwirrung war mein kleiner Haufe gleich im Augenblicke im Sattel, als bas Zeichen zum Aufbruche gegeben wuroi, und wir saben gemachlich den lacherlichen Szenen zu, die um uns herum vorgiengen. Wir hatten unsere Maulefel allein gestellt und konnten sie daher leicht wiederfinden.",https://digital.onb.ac.at/OnbViewer/viewer.faces?doc=ABO_%2BZ166069305&order=00000127&view=SINGLE
